AssetID,AssetName,AssetLocat,Risk
2730005,"Elizabeth Crst, Hallett Cove",Hallett Cove,Very High
2730007,"Davenport Tce & Morphett Rd, Seaview Downs",Seaview Downs,Very High
2730008,"Field River Residential Area, Hallett Cove",Hallett Cove,Very High
2730010,"Whitely Dr, Trott Park",Trott Park,Very High
2730011,"Alfonso Dr, Hallett Cove",Hallett Cove,Very High
1730165,Woodcroft,"Equestrain & Pegasus Dr, Woodcroft",Extreme
1730166,Moana,"Macquarie St, Moana",Very High
1730167,Seaford Rise,"Grand Blvd, Seaford Rise",Very High
1730168,McLaren Vale,"Clifton Ct, McLaren Vale",Low
1730169,McLaren Flat,"McLaren Flat Surrounds, Main Rd, McLaren Flat",Medium
1730170,Sellicks Beach,"Alexander St/Virgo Pde, Sellicks Beach",Extreme
1730174,Coromandel Valley,"Wyndham Dr, Coromandel Valley",Very High
1730177,Flagstaff Hill,"Reservoir Dr, Flagstaff Hill",Very High
1730178,Retirement Village,"Campus Dr, Aberfoyle Park",Very High
1730179,Darlington,"Watervale Ct, Darlington",Very High
1730171,Flagstaff Hill,"Bonnyview Rd, Flagstaff Hill",Very High
5430096,"Pain Rd, Selma Ave & Ambleside Rd, Hahndorf",Hahndorf,Extreme
5430097,"Cleggett Rd & Clems Lne, Littlehampton",Littlehampton,Extreme
5450064,"Mt Barker Rd, Milne Rd, Crompton Rd, Diagonal Rd, (Commercial Area), Littlehampton",Littlehampton,Extreme
5430098,"Junction Rd, Nth Tce, Kym Ave, Littlehampton",Littlehampton,Very High
5430099,"Blundy Wy, Baker St, Fulford Tce, (Littlehampton South), Littlehampton",Littlehampton,Very High
5430100,"Hawthorn/Bollen Rds, Mt Barker",NW Mt Barker,Extreme
5430101,"North Rd, Nairne",Nairne,Extreme
5430102,"Market Pl, Clover Wy, Jeffrey St, Matthew Smillie Dr,  Nairne",Nairne,Very High
5430103,"Pyrites Rd, Playford Cres, Brukunga",Brukunga,Very High
5430104,"Hawthorne St & Donald St, Dawesley Township",Dawesley,Extreme
5430105,"Old Princes Hwy, Kanmantoo Township",Kanmantoo,Very High
5430106,"Adelaide Rd, Echunga Township",Echunga,Very High
5430107,"Harrogate Rd, Harrogate",Harrogate,Very High
3930103,Tanunda Lutheran Home Inc,"Bridge St, Tanunda",Medium
3930029,"Commercial and Industrial Area, Tanunda","Para Rd, Tanunda",High
3950012,"Beckwith Park, Nuriootpa","Old Mill Rd, Nuriootpa",High
4830066,"Worrolong Rd, Mt Gambier","Woorolong Rd, Mt Gambier",Medium
1730181,Flagstaff Hill,"Kingfisher Cct, York Dr, Flagstaff Hill",Extreme
1730183,Aberfoyle Park-Coromandel Valley,"Homestead Dr, Monaco Ct, Aberfoyle Park, Mckenzie St, Coromandel Valley",Extreme
1730186,Kangarilla,"McLaren Flat Road, Kangarilla Township",High
1730184,Flagstaff Hill,"NW of Blacks Rd Roundaout, Blacks Rd, Tolcairn Cres, Salvador St, Flagstaff Hill",Very High
1730185,Flagstaff Hill,"Witowirra Trk & Broadmeadows Dr, Flagstaff Hill",Very High
1730187,Aldinga,"Qandong/Sheoak Ave, Aldinga",Extreme
1730189,Aberfoyle Park,"Coachwood Dr, Aberfoyle Park",Very High
1730191,Aberfoyle Park,"Delta Crs, Aberfoyle Park",Very High
1730192,Aberfoyle Park,"Greenfield Rise, Aberfoyle Park",Extreme
1730193,Woodcroft,"Vines Creek, Farriers Way, Woodcroft",Extreme
1730194,Noarlunga Downs,"River Rd, Noarlunga Downs",Very High
1730195,Willunga,"Victor Harbor Rd/St Peters Tce, South to North East Willunga",Extreme
1730182,Flagstaff Hill,"Turta Track/Hartley Street, Flagstaff Hill",Very High
5430029,"Springs Rd, Mt Barker",Mt Barker,Very High
5430030,"Tremayne Dr, Yaktanga Way, Mt Barker",Mt Barker,Very High
5430031,"Paddys Hill Rd, Waterford Rd, Mt Barker",Mt Barker,Very High
5430032,"Martin Rd, Flaxley Rd, Mt Barker",Mt Barker,Very High
5430033,"Paech Rd & Sims Rd, Mt Barker",Mt Barker,Very High
5430034,"Sims Rd, Mt Barker",Mt Barker,Very High
5430035,"Timmins Rd, Sydney Rd, Nairne East Rural Living, Nairne",Nairne,Extreme
5430054,"Bald Hills Rd, Mt Barker",Mt Barker,Very High
5430055,"Pulleine Rd, Mais St & Hillman Dr, (Pulleine Mais Hillman), Nairne",Nairne,Very High
5430037,"Mawson Rd, Meadows Township",Meadows,Extreme
5430059,"Windsor Ave, Victoria St, Hahndorf",Hahndorf,Very High
6530043,Kudla,Kudla,Low
6530044,Evanston Gardens,Evanston Gardens,Medium
6530045,Evanston,Evanston,High
6530046,Gawler West,Gawler West,Low
6530036,Reid,"Patanosta Rd, Reid",Very High
6530047,Willaston,Willaston,Very High
6530048,Gawler Community House Inc,Scheibener Tce Gawler,Very High
6530022,Hillier Park,Hillier Park,Very High
6530006,Gawler Showgrounds,Nixon Tce Gawler,High
6530007,Clonlea Park,"Murray Rd, Gawler",Very High
6530009,Gawler East northern boundary area,Gawler,Very High
3230047,Rural Living Nth of Naracoorte,"Hampton & Mahoney Rd, Naracoorte",Extreme
1530066,"Shepherds Hill Rd, Eden Hills",Eden Hills,Very High
1530067,"Glenwood Drive, Eden Hills",Eden Hills,Very High
1530068,"Argyll Walk, Bellevue Heights",Bellevue Heights,Extreme
1530069,"Riverside Drive, Darlington",Darlington,Very High
3830039,Keith North West,Taylor Rd & East of The Parade,Medium
3830040,"Glanville Ave, Keith","Glanville Ave, Keith",Medium
3830041,Bordertown Rural Living,"S. of Weir Dr, & N. of Cannawigara Rd, Bordertown",Medium
3830042,Bordertown West,Ramsay Tce to Dukes Hwy,Medium
3830043,North & East of Bordertown Racecourse,North & East of Bordertown Racecourse,Medium
3830044,"South, South East, Bordertown",Clayton Farm Track to Crecoona Tce,Low
3830045,Bordertown East,"S. of Dukes Hwy & W. of Creecoona Tce, Bordertown",Low
3830046,Mundulla Residential,Mundulla,Medium
4830067,Yahl,Yahl,Low
4830068,Racecourse Bay,Eight Mile Creek Road,Low
4830069,Wye,Glenelg River Rd,Extreme
1630018,Mt Gambier South,White Ave to orr St,Low
6730067,Millicent Lakeside Caravan Park,"Battye St, Millicent",Medium
1730277,Estia Health Residential Aged Care Facility,"Skyline Dr, Flagstaff Hill",Very High
3930110,Williamstown,"Whiteman Rd, Williamstown",Very High
1830031,"Douglas Dr, Coventry Rd, Munno Para West",Munno Para West,Very High
1830032,"Heaslip Rd, Petherton Rd, McIntyre Rd, Curtis Rd, MacDonald Park",MacDonald Park,High
1830033,"Andrews Rd, Penfield",Penfield,Very High
1830039,One Tree Hill Township,"Black Top Rd, One Tree Hill",Extreme
1830060,"Palms Residential Village, Supple Rd, Virginia",Virginia,Medium
1730198,Clarendon,"Grants Gully Rd, Clarendon Township",Very High
1330003,Athelstone,"Maryvale Rd, Judith Dr, Athelstone",Low
1330004,Athelstone,"Foxfield Estate, Gorge Rd, Athelstone",Very High
1330005,Magill,"Moules Rd, Olive St, Magill",Low
1330006,Magill,"Greer Pl, Magill",Very High
1330008,Athelstone,"Dress Circle Estate, Athelstone",Low
1330009,Athelstone,"Bermuda Ct, Athelstone",Extreme
1330011,Fifith Creek Rise Retirement Village,"286 Gorge Rd, Athelstone",Very High
1330012,Rostrevor,"Morialta Rd, Arcoona Ave, Montacute Rd, Rostrevor",Very High
1330013,Athelstone,"Maryvale Rd, Manresa Ct, Athelstone",Medium
1130152,Greenhill,"Greenhill Rd, Greenhill",Extreme
1130153,Summertown Settlement,"Greenhill Rd, Summertown",Extreme
1130154,Uraidla,"Greenhill Rd, Uraidla",Extreme
1130157,Norton Summit Settlement,"Debneys Rd, Norton Summit",Extreme
3930141,Nuriootpa Commercial Area,"Murray St, Nuriootpa",Medium
3930143,The Vines Retirement Village,"Schaedel St, Nuriootpa",Medium
1130158,Woodforde Settlement,"Kintyre Rd, Woodforde",Very High
1130160,Basket Range Settlement,"Range Rd, Basket Range",Extreme
1130162,Lobethal Settlement,"Main St, Lobethal",Very High
1150116,Lobethal Light Industrial Area,"Brettig Rd, Lobethal",High
1130163,Charleston Settlement,"Onkaparinga Valley Rd, Charleston",High
1130164,Mount Torrens Township,"Townsend St, Mt Torrens",Very High
1130168,Gumeracha Settlement,"Albert St, Gumeracha",Extreme
1130169,Forreston Settlement,"Jamieson St, Forreston",High
1130170,Birdwood Settlement,"Shannon St, Birdwood",High
1130173,Kersbrook Settlement,"Scott St, Kersbrook",Very High
1130159,Upper Hermitage Settlement,"Range Rd,Upper Hermitage",Extreme
1130174,Inglewood Settlement,"North East Rd, Inglewood",Extreme
1130175,Houghton Settlement,"Lower North East Rd, Houghton",Extreme
1130180,Teringie Settlement,"Norton Summit Rd, Teringie",Extreme
1130181,Lower Teringie,"Norton Summit Rd, Teringie",Extreme
1130178,Rostrevor Settlement,"Arcoona Ave, Rostrevor",Very High
1730245,Independent Living Noarlunga,"Serafino Dr, Noarlunga",Medium
1130201,Walker Ave,Heathfield,Extreme
1130187,Ironbank Settlement,"Morgan & Pole Rd, Ironbank",Extreme
1130209,Oakbank,"Onkaparinga Valley Rd, Oakbank",High
1130214,Emmett Rd,Crafers West,Extreme
1130210,Balhannah,"Onkaparinga Valley Rd, Balhannah",High
1130212,Upper Sturt,"Upper Sturt Rd, Upper Sturt",Extreme
1530088,"Tilleys Hill and Charlick Rds, Brownhill Creek",Brownhill Creek,Extreme
1130213,Crafers West,"Charlick & Sheoak Rd, Crafers West",Extreme
1130193,Stirling,Stirling,Extreme
1130228,Heathfield,"Longwood & Emery Rds, Heathfield",Extreme
1130195,Aldgate,Aldgate,Extreme
1130194,Paracombe,"Paracombe Rd, Paracombe",Extreme
1130203,Bridgewater,Bridgewater,Extreme
1130218,Mylor,Mylor,Extreme
1130234,Ashton,"Monomeith Rd, Ashton",Extreme
1130197,Cherryville,"Cherryvilled Rd, Cherryville",Very High
1130198,Montacute,"Montacute Rd, Montacute",Extreme
1130215,Lenswood,"Adelaide - Lobethal Rd, Lenswood",Very High
1130224,Cudlee Creek,"Redden Drive, Cudlee Creek",Extreme
1130231,Forest Range,"Adelaide - Lobethal Rd, Forest Range",Very High
1130204,Deviation Rd,Forest Range,Very High
1130223,Carey Gully,"Greenhill Rd, Carey Gully",Very High
1130191,Crafers,"Nth of Princes Hwy, Crafers",Extreme
1130192,Piccadilly,"Piccadilly Rd, Piccadilly",Extreme
1130232,Scott Creek Rd,Scott Creek,Very High
1130236,Bradbury,"Hadrian Gully & Longwood Rds, Bradbury",Very High
1730246,Ironbank,"Pole Rd, Ironbank",Very High
1830083,"Angle Vale Rd, Angle Vale",Angle Vale,Very High
5130166,Coffin Bay,"Egret and Gannet Crt, Coffin Bay",Low
1530110,"Pony Ridge Rd, Brownhill Creek",Brownhill Creek,Very High
1530109,"Gorge Rd, Bellevue Heights",Bellevue Heights,Very High
1530092,"Belair and Sheoak Rds, Belair",Belair,Extreme
1530093,"Main Rd West, Blackwood",Blackwood,Low
1530094,"Upper Sturt Rd and Turners Ave, Blackwood",Blackwood,Extreme
1530095,"Upper Sturt Rd and Hill Top Dr, Upper Sturt",Upper Sturt,Very High
1530096,Panorama Foothills,Pasedena,Very High
1530097,Mitcham Foothills,"Nertherby, Torrens Pk, Lynton",Extreme
1530098,"Caroline & Gloucester Ave, Belair",Belair,Extreme
1530099,"Kalyra Rd, Belair",Belair,Extreme
1530100,"Kalyra Heights Independent Living, Belair & Kalyra Rds, Belair",Belair,Extreme
1530101,"Ralph Ave, Belair",Belair,Extreme
1530102,"W of Downer Ave & Railway Tce, Blackwood NE",Blackwood,Extreme
1530103,"Gulfview North, Gulfview Rd - Gum Grv, Blackwood",Blackwood,Extreme
1530106,"Melton St, Blackwood",Blackwood,Extreme
1530108,"Waite St, Blackwood",Blackwood,Low
1530107,"Viaduct Rd, Witta Wirra Way, Mountain Rd, Eden Hills",Eden Hills,Extreme
1530104,"Wilpena, Wonoka and Yalanda Sts, Eden Hills",Eden Hills,Extreme
1430028,"Coach Rd, The Pde, Hermitage Rd, Auldana",Auldana,Extreme
1430029,"Coach Rd, McBeath Dr, Skye",Skye,Extreme
1430030,"Kensington Rd, Gandys Gully Rd, Wattle Park",Wattle Park,Very High
1430032,"Edinburgh Ave, Grevillea Crs, Stonyfell",Stonyfell,Low
1430033,"Kurrajong Ave, Slapes Gully Rd, Stonyfell",Stonyfell,Very High
1430034,"Burnalta Crs, Ifould Dr, Royal Ave, Burnside",Burnside,Very High
1430031,"Katoomba Rd, Waterfall Gully Rd, Duncan Rd, Bayview Crs, Beaumont",Beaumont,Very High
1430035,"Caithness Ave, Sunnyside Rd, Jikara Dr, Glen Osmond",Glen Osmond,High
1430036,"Mt Osmond Rd, Oceanview Crs, Mt Osmond",Mt Osmond,Extreme
1430037,"St Andrews Ave, Gleneagles Rd, Gleneagles",Mount Osmond,Extreme
1530117,"Mt Barker Rd, Eagle Rd, Leawood Gardens",Leawood Gardens,Extreme
1430040,"Waterfall Gully Rd, Waterfall Gully",Waterfall Gully,Extreme
3930146,Tanunda,"Magnolia Rd, Menge Rd, Tanunda",Medium
1830089,"Purdie Rd, Uley Rd, Lachlan Dr, Craigmore",Craigmore,Very High
1830090,"Seavington Rd, Midway Rd, Elizabeth Park",Elizabeth Park,Very High
1830091,"Portland Rd, Fuller Cres, Jones Cres, Elizabeth East",Elizabeth East,Very High
1830086,"Highfield Dr, Berkeley Way, Hillbank",Hillbank,Very High
1830087,"Christine Ave, Brooker Dr, Black Top Rd, Hillbank",Hillbank,Very High
1830088,"Prominent Rise, Grandview Dr, Hillbank",Hillbank,Very High
1830092,"Womma Rd, Penfield East",Penfield East,Medium
3930148,Barossa Village,"Scholz Ave, Nuriootpa",High
5430090,Hahndorf North,Hahndorf,Extreme
5430091,"NNE North Rd, Nairne",Nairne,Very High
6530028,Rural Living Zone,Gawler South,Very High
6530029,Evanston South,Evanston South,Very High
6530030,Evanston Park,Evanston Park,Very High
6530031,Spring Wood,Spring Wood,Very High
2030024,"Casserly Cres, Brisbane Dr, Queensborough Dr, Salisbury Heights",Salisbury Heights,Very High
2130113,"One Tree Hill South, One Tree Hill Rd, Golden Grove",Golden Grove,Very High
2030029,"Green Valley Dr, Greenwith",Greenwith,Very High
1130239,Upper Hermitage,"Range Rd Nth, Upper Hermitage",Extreme
2130099,"Range Rd Sth, Houghton",Houghton,Extreme
1130240,Paracombe,"Churchett Rd, Paracombe",Very High
2130089,"Golden Grove Lifestyle Village, Para Valley Rd, Golden Grove",Golden Grove,Medium
2130100,"Green Valley Dr, Chapel Hill Rd, Reuben Richardson Rd, Greenwith",Greenwith,Very High
2130090,"Rifle Range Rd, Greenwith",Greenwith,Very High
2130088,Golden Grove,"John Rd, Golden Grove Rd, The Golden Way",Very High
2130105,"Whiting Rd, Sandalwood Dr, St Agnes",St Agnes,Very High
2130095,"Shammall Ct, Golden Grove Rd, Thornton Dr, Golden Grove",Golden Grove,Low
2130102,"Middleton Crs, Boundary Trk, Aeolian Dr, Atlantis Dr, Golden Grove",Golden Grove,High
2130097,"Terama Ct, Coomurra Dr, Emmanuel Dr, Oralda Ct, Salisbury Heights, Greenwith",Greenwith,Very High
2030026,"Target Hill Rd, Annesley Cl, Salisbury Heights",Salisbury Heights,Very High
2030027,"Coomurra Dr, Salisbury Heights",Salisbury Heights,Very High
2030025,"Barker Rd, Wynn Vale Dr, Seville Ave, Bayview Pde, Gulfview Heights",Gulfview Heights,Very High
2030033,"Bellevue Cct, Gulfview Heights",Gulfview Heights,Very High
2030032,"Kara Cres, Kelly Rd, Para Hills",Para Hills,High
2030028,"Yulinda Tce, Seaview Rd, Murrell Rd, Kelly Rd, Para Hills",Para Hills,High
2030030,"Billabong Rd, Para Hills",Para Hills,High
2030031,"McGill Cres, Para Hills",Para Hills,High
2130101,"Angove Estate, Angove Pk Dr, Corella Pl, Heitmann Ct, Tea Tree Gully",Tea Tree Gully,Very High
2130096,"Wickes Estate, Nursery Way,  Highbury",Highbury,Very High
2130091,"Rodeo Dr, Horama Pl, Hillendale Dr, Keithcot Farm Dr, Wynn Vale Dr, Elysium Dr, Wynn Vale",Wynn Vale,High
2130094,"Ferrier Ave, Launceston Ave, Milne Rd, Elizabeth St, Banksia Park",Banksia Park,Medium
2130106,"The Aquaduct, Blue Wren Ct, Linear Park Dr, Historic Dr, Highbury",Highbury,Very High
2130087,"Mahogany Ave, Gallery Rd, Valley View Dr, Country Ln, Freshford Ave, Highbury",Highbury,Very High
2130093,"Monticle St, Lower NE Rd, Grandview Dr, Bowen Rd, Tea Tree Gully",Tea Tree Gully,Very High
2130104,"Tea Tree Gully Historic Township, Haines Rd, Perseverence Rd, Tea Tree Gully",Tea Tree Gully,Very High
2130098,"Bellerophon St, Grenfell Rd, Milperra Ave, Pitanda Rd, Wattle Cres,Tea Tree Gully",Tea Tree Gully,Very High
2130111,"One Tree Hill North, One Tree Hill Rd,  Gould Creek",Gould Creek,Very High
2130112,"Hannaford Hump Rd, Burg Rd, Gould Creek",Gould Creek,Extreme
2130107,"Melville Rd, Gould Creek",Gould Creek,Extreme
2130108,"Private Rd, Gould Creek",Gould Creek,Extreme
2130109,"Seaview Rd, Yatala Vale",Yatala Vale,Very High
1830104,"Bentley Rd, Craigmore Rd, Main North Rd, Munno Para Blakeview North",Munno Para Blakeview,High
2030036,"Gloucester Ave, Bridge Rd, Brahma Lodge",Brahma Lodge,High
1330014,Athelstone,"Linear Park Ct, Coventry Dr, Athelstone",High
1330015,Athelstone,"Tom Packer Dr, Athelstone",High
1730252,Blewitt Springs,"Blewitt Springs Rd, Blewitt Springs",Extreme
1730254,Cherry Gardens,"Cherry Gardens Rd, Cherry Gardens",Very High
1730257,Aberfoyle Park,"Education Rd, Lexcen Gr, Aberfoyle Park",Extreme
1730259,Happy Valley,"Fraser Ave, Minerva Gr, Happy Valley",Extreme
1730270,Kangarilla,"Kangarilla Rd, Kangarilla",Very High
1730271,Happy Valley,"Rudge Cl, Singer Dr, Happy Valley",Extreme
1730272,Aberfoyle Park,"Chandlers Hill Rd, Aberfoyle Park",Extreme
1730266,Chandlers Hill,"Mitchell Rd, Chandlers Hill",Very High
1730269,Coromandel East,"Ackland Hill Rd, Coromandel East",Very High
1730250,Cherry Gardens,"Star and Arrow Rds, Cherry Gardens",Very High
1730251,Onkaparinga Hills,"States Rd, Gates Rd, Onakaparinga",Very High
1730253,Onkaparinga Hills,"Spriggs Rd, Upper Penneys Hill Rd,",Very High
1730255,Onkaparinga Hills,"Kings Hills Cct, Onkaparinga Hills",Extreme
1730258,Woodcroft,"Armata Rd, Woodcroft",Very High
1730267,Reynella,"Grant Rd, Pocock Pl, Reynella",High
1830116,"Andrews Rd, Petherton Rd, Stebonheath Rd, Fradd Rd, Munno Para West",Munno Para West,Very High
1830117,"Park Rd, Sheedy Rd, Claret Ave, Virginia",Virginia,High
3250090,SE Hardwood Plantation,SE Hardwood Plantations,Extreme
6750127,SE Softwood Plantations,SE Softwood Plantations,Extreme
1130245,"Nicholls Rd, Bradbury",Bradbury,Very High
1130246,"Ilunga Dr, Bradbury",Bradbury,Very High
3930155,Sandy Creek,"Barossa Valley Hwy, Davies Rd, Sandy Creek",High
3930157,Cockatoo Valley,"Williamstown Rd, Balmoral Rd, Cockatoo Ln, Cockatoo Valley",High
3930163,Barossa Goldfields,"Woodlands Rd, Goldfields Rd, Green Gully Rd, Barossa Goldfields",Extreme
3930168,Rosedale,"Rosedale Rd, Rosedale",High
3930173,Williamstown,"Yettie Rd, Williamstown",Extreme
3930175,Cockatoo Valley/Williamstown,"William Gilbert Ave, Leske Ave, Lorke Rd, Cockatoo Valley/Williamstown",High
3930205,Angaston,"Gramp Ave, Anton St, Clarke Tce, Angaston",High
3930169,Williamstown,"Colin Oliver Ct, Williamstown",High
3930158,Lyndoch,"Meshach Burge Tce, Linder Cres, Porter St, Lyndoch",Very High
3930178,Lyndoch,"Filsell Rd, Jollytown Rd, Frederick St, Gilbert St, Lyndoch",Very High
3930182,Altona,"Altona Rd, John St, Wilhelm St, Altona",Very High
3930162,Rowland Flat,"Barossa Valley Hwy, Rowland Flat",High
3930160,Krondorf,"Krondorf Rd, Krondorf",Medium
3930185,Bethany,"Bethany Rd, Bethany",Medium
3930180,Tanunda,"Barossa Valley Hwy, Bethany Rd, Tanunda",Low
3930193,Tanunda,"Langmeil Rd, George St, Jane Pl, Tanunda",Medium
3930156,Angaston,"Radford Rd, Angaston",High
3930190,Angaston,"Fife St, Washington St, Angaston",High
3930166,Angaston,"Penrice Rd, Angaston",High
3930181,Penrice,"Penrice Rd, Rodda Dr, Moculta Rd, Penrice",High
3930201,Angaston,"Moculta Rd, Angaston",High
3930186,Angaston,"Gawler Park Rd, North St, Angaston",Very High
3930207,Angaston,"Yalumba Tce, Angaston",Medium
3930208,Moculta,"Truro Rd, Moculta",High
3930191,Penrice/Angaston,"Breakneck Hill Rd, Angaston",High
3930194,Angaston,"Neldner Ave, Gramp Ave, Angaston",Very High
3930196,Angastson,"Newcastle St, Angaston",Medium
3930197,Angaston,"Murray St, Kent St, Angaston",Medium
3930213,Angaston,"Jubilee Ave, Angaston",High
3930214,Nuriootpa,"John Harris Dr, South Tce, Nuriootpa",High
3930206,Nuriootpa,"Sauvignon St, Nuriootpa",Low
3930215,Nuriootpa,"Kokoda Rd, Buna Tce, Armstrong Ave, Nuriootpa",High
3930216,Nuriootpa,"Robin Ave, Nuriootpa",High
3930210,Nuriootpa,"Stuart St, Para Ave, Nuriootpa",Medium
3930217,Nuriootpa,"Tolley Rd, Nuriootpa",Low
3930218,Nuriootpa,"Moppa Rd, Greenock Rd, Vine St, Nuriootpa",Medium
